"Op Airlines","Original","Destination","Passenger","Fare","Income Original","Income Destination","Population Original","Population Destination","Date","Flight Frequency","Total Seat","Seat/Dep","Time","AVG KM","Number Of Review","Airlines Score"
"TG","BKK","HKT","38896.0","83.0","48842.9433628325","30867.515044248","5692284.0","378364.0","Dec2014","281.0","87061.0","309.8256227758007","22769.0","673.0","142.0","7.0"
"FD","HKT","DMK","32342.0","57.0","31857.0","49191.0","369522.0","5686252.0","Jan2013","279","46872","168.0","22630","689.0","48.0","5.0"
"FD","HKT","DMK","28869.0","57.0","31857.0","49191.0","369522.0","5686252.0","Feb2013","252","42336","168.0","20440","689.0","48.0","5.0"
"FD","HKT","DMK","34034.0","54.0","31857.0","49191.0","369522.0","5686252.0","Mar2013","279","46872","168.0","22630","689.0","48.0","5.0"
"FD","HKT","DMK","33076.0","54.0","31857.0","49191.0","369522.0","5686252.0","Apr2013","271","45528","168.0","22200","689.0","48.0","5.0"
"FD","HKT","DMK","41897.0","50.0","31857.0","49191.0","369522.0","5686252.0","May2013","327","54936","168.0","27355","689.0","48.0","5.0"
"FD","HKT","DMK","46152.0","60.0","31857.0","49191.0","369522.0","5686252.0","Jun2013","358","60144","168.0","29935","689.0","48.0","5.0"
"FD","HKT","DMK","44208.0","61.0","31857.0","49191.0","369522.0","5686252.0","Oct2013","370","62160","168.0","30750","689.0","48.0","5.0"
"FD","HKT","DMK","41164.0","46.0","30867.515044248","48842.9433628325","378364.0","5692284.0","Mar2014","372","62496","168.0","30005","689.0","48.0","5.0"
"FD","HKT","DMK","42356.0","45.0","30867.515044248","48842.9433628325","378364.0","5692284.0","Apr2014","377","63336","168.0","31235","689.0","48.0","5.0"
"FD","HKT","DMK","45380.0","42.0","30867.515044248","48842.9433628325","378364.0","5692284.0","May2014","403","67704","168.0","32885","689.0","48.0","5.0"
"FD","HKT","DMK","43172.0","52.0","30867.515044248","48842.9433628325","378364.0","5692284.0","Jun2014","360","64800","180.0","29250","689.0","48.0","5.0"
"FD","HKT","DMK","44616.0","61.0","30867.515044248","48842.9433628325","378364.0","5692284.0","Jul2014","372","66960","180.0","30225","689.0","48.0","5.0"
"FD","HKT","DMK","43465.0","56.0","30867.515044248","48842.9433628325","378364.0","5692284.0","Aug2014","372","66960","180.0","30225","689.0","48.0","5.0"
"FD","HKT","DMK","42951.0","46.0","30867.515044248","48842.9433628325","378364.0","5692284.0","Sep2014","360","64800","180.0","29250","689.0","48.0","5.0"
"FD","HKT","DMK","44863.0","37.0","30867.515044248","48842.9433628325","378364.0","5692284.0","Oct2014","372","66960","180.0","30225","689.0","48.0","5.0"
"FD","HKT","DMK","43415.0","39.0","30867.515044248","48842.9433628325","378364.0","5692284.0","Nov2014","360","64800","180.0","28950","689.0","48.0","5.0"
"FD","HKT","DMK","44357.0","59.0","30867.515044248","48842.9433628325","378364.0","5692284.0","Dec2014","372","66960","180.0","30155","689.0","48.0","5.0"
"DD","DMK","CNX","20103.0","61.0","49191.0","14393.0","5686252.0","1666888.0","Mar2013","187","35343","189.0","13090","565.0","164.0","7.0"
"DD","DMK","CNX","19330.0","62.0","49191.0","14393.0","5686252.0","1666888.0","Apr2013","184","34776","189.0","12880","565.0","164.0","7.0"
"DD","DMK","CNX","14580.0","63.0","49191.0","14393.0","5686252.0","1666888.0","May2013","155","29295","189.0","10850","565.0","164.0","7.0"
"DD","DMK","CNX","15017.0","64.0","49191.0","14393.0","5686252.0","1666888.0","Jun2013","150","28350","189.0","10500","565.0","164.0","7.0"
"DD","DMK","CNX","15737.0","66.0","49191.0","14393.0","5686252.0","1666888.0","Jul2013","155","29295","189.0","10850","565.0","164.0","7.0"
"DD","DMK","CNX","22537.0","70.0","49191.0","14393.0","5686252.0","1666888.0","Sep2013","210","39690","189.0","14700","565.0","164.0","7.0"
"DD","DMK","CNX","28860.0","75.0","49191.0","14393.0","5686252.0","1666888.0","Oct2013","269","50841","189.0","18830","565.0","164.0","7.0"
"DD","DMK","CNX","21363.0","70.0","49191.0","14393.0","5686252.0","1666888.0","Nov2013","204","38556","189.0","14280","565.0","164.0","7.0"
