Travel Month,Travel Year,Op Airline Code,Airline Code,Origin Code,Origin Name,Destination Name,Destination Code,Thru Point Name,Thru Point Code,Equipment Code,Equipment Name,Flights,Seats,Seats/ Dep,Block Mins,Average KMs
Jun 2016,2016,SL,SL,CEI,"Chiang Rai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),32,5408,169,2565,666
Jun 2016,2016,SL,SL,CEI,"Chiang Rai, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),84,18060,215,6715,666
Jun 2016,2016,SL,SL,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),89,15041,169,6670,565
Jun 2016,2016,SL,SL,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),267,57405,215,20630,565
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,738,738 (B737-800 Passenger),90,15210,169,6670,565
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,739,739 (B737-900 Passenger),266,57190,215,20520,565
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,738,738 (B737-800 Passenger),32,5408,169,2570,666
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,739,739 (B737-900 Passenger),84,18060,215,6990,666
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,738,738 (B737-800 Passenger),52,8788,169,4130,772
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,739,739 (B737-900 Passenger),220,47300,215,19375,772
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Krabi, TH",KBV,,,738,738 (B737-800 Passenger),46,7774,169,3735,666
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Krabi, TH",KBV,,,739,739 (B737-900 Passenger),92,19780,215,6795,666
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Nakhon Si Thammarat, TH",NST,,,738,738 (B737-800 Passenger),111,18759,169,7760,610
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Phuket, TH",HKT,,,738,738 (B737-800 Passenger),87,14703,169,6535,689
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Phuket, TH",HKT,,,739,739 (B737-900 Passenger),63,13545,215,5315,689
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,738,738 (B737-800 Passenger),6,1014,169,430,552
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,739,739 (B737-900 Passenger),103,22145,215,7350,552
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,738,738 (B737-800 Passenger),26,4394,169,1560,483
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,739,739 (B737-900 Passenger),104,22360,215,6760,483
Jun 2016,2016,SL,SL,DMK,"Bangkok, TH","Udon Thani, TH",UTH,,,739,739 (B737-900 Passenger),122,26230,215,8060,451
Jun 2016,2016,SL,SL,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),52,8788,169,4030,772
Jun 2016,2016,SL,SL,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),220,47300,215,19560,772
Jun 2016,2016,SL,SL,HDY,"Hat Yai, TH","Udon Thani, TH",UTH,,,738,738 (B737-800 Passenger),41,6929,169,5330,1186
Jun 2016,2016,SL,SL,HKT,"Phuket, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),87,14703,169,7815,689
Jun 2016,2016,SL,SL,HKT,"Phuket, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),63,13545,215,5385,689
Jun 2016,2016,SL,SL,KBV,"Krabi, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),46,7774,169,4060,666
Jun 2016,2016,SL,SL,KBV,"Krabi, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),93,19995,215,7880,666
Jun 2016,2016,SL,SL,NST,"Nakhon Si Thammarat, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),111,18759,169,8200,610
Jun 2016,2016,SL,SL,UBP,"Ubon Ratchathani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),26,4394,169,1690,483
Jun 2016,2016,SL,SL,UBP,"Ubon Ratchathani, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),104,22360,215,6760,483
Jun 2016,2016,SL,SL,URT,"Surat Thani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),6,1014,169,415,552
Jun 2016,2016,SL,SL,URT,"Surat Thani, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),103,22145,215,7195,552
Jun 2016,2016,SL,SL,UTH,"Udon Thani, TH","Bangkok, TH",DMK,,,739,739 (B737-900 Passenger),122,26230,215,8710,451
Jun 2016,2016,SL,SL,UTH,"Udon Thani, TH","Hat Yai, TH",HDY,,,738,738 (B737-800 Passenger),41,6929,169,5665,1186
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,330,330 (A330),34,10166,299,2400,565
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,333,333 (A330-300),56,17080,305,4200,565
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,773,773 (B777-300 Passenger),60,21360,356,4500,565
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,777,777 (B777 Passenger),30,9270,309,2100,565
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Ko Samui, TH",USM,,,734,734 (B737-400),60,8940,149,3900,465
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,320,320 (A320),51,8874,174,4080,649
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,330,330 (A330),11,3289,299,880,649
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,333,333 (A330-300),28,8540,305,2240,649
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,330,330 (A330),30,8970,299,2400,673
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,333,333 (A330-300),90,27450,305,7170,673
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,747,747 (B747 Passenger),30,11220,374,2550,673
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,773,773 (B777-300 Passenger),30,10440,348,2400,673
Jun 2016,2016,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,777,777 (B777 Passenger),60,18540,309,4950,673
Jun 2016,2016,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,330,330 (A330),34,10166,299,2400,565
Jun 2016,2016,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,333,333 (A330-300),56,17080,305,4200,565
Jun 2016,2016,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,773,773 (B777-300 Passenger),60,21360,356,4500,565
Jun 2016,2016,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,777,777 (B777 Passenger),30,9270,309,2100,565
Jun 2016,2016,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,330,330 (A330),30,8970,299,2550,673
Jun 2016,2016,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,333,333 (A330-300),90,27450,305,7650,673
Jun 2016,2016,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,747,747 (B747 Passenger),30,11220,374,2700,673
Jun 2016,2016,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,773,773 (B777-300 Passenger),30,10440,348,2550,673
Jun 2016,2016,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,777,777 (B777 Passenger),60,18540,309,5250,673
Jun 2016,2016,TG,TG,KBV,"Krabi, TH","Bangkok, TH",BKK,,,320,320 (A320),51,8874,174,4080,649
Jun 2016,2016,TG,TG,KBV,"Krabi, TH","Bangkok, TH",BKK,,,330,330 (A330),11,3289,299,880,649
Jun 2016,2016,TG,TG,KBV,"Krabi, TH","Bangkok, TH",BKK,,,333,333 (A330-300),28,8540,305,2240,649
Jun 2016,2016,TG,TG,USM,"Ko Samui, TH","Bangkok, TH",BKK,,,734,734 (B737-400),60,8940,149,3900,465
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,32S,32S (A319/20/21),91,15288,168,6970,565
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Chiang Rai, TH",CEI,,,32S,32S (A319/20/21),90,15120,168,7350,666
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Hat Yai, TH",HDY,,,32S,32S (A319/20/21),180,30240,168,15300,750
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Khon Kaen, TH",KKC,,,320,320 (A320),30,5040,168,1800,367
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Khon Kaen, TH",KKC,,,32S,32S (A319/20/21),120,20160,168,7050,367
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Narathiwat, TH",NAW,,,32S,32S (A319/20/21),30,5040,168,2850,814
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Phuket, TH",HKT,,,320,320 (A320),60,10080,168,5100,673
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Phuket, TH",HKT,,,32S,32S (A319/20/21),31,5208,168,2645,673
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Surat Thani, TH",URT,,,32S,32S (A319/20/21),60,10080,168,4500,536
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,32S,32S (A319/20/21),90,15120,168,5850,476
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Udon Thani, TH",UTH,,,320,320 (A320),30,5040,168,1950,451
Jun 2016,2016,WE,WE,BKK,"Bangkok, TH","Udon Thani, TH",UTH,,,32S,32S (A319/20/21),120,20160,168,7800,451
Jun 2016,2016,WE,WE,CEI,"Chiang Rai, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),90,15120,168,7200,666
Jun 2016,2016,WE,WE,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),91,15288,168,6520,565
Jun 2016,2016,WE,WE,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,32S,32S (A319/20/21),120,20160,168,9000,565
Jun 2016,2016,WE,WE,CNX,"Chiang Mai, TH","Phuket, TH",HKT,,,32S,32S (A319/20/21),30,5040,168,3450,1181
Jun 2016,2016,WE,WE,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,32S,32S (A319/20/21),120,20160,168,8700,565
Jun 2016,2016,WE,WE,DMK,"Bangkok, TH","Khon Kaen, TH",KKC,,,32S,32S (A319/20/21),90,15120,168,4950,367
Jun 2016,2016,WE,WE,DMK,"Bangkok, TH","Phuket, TH",HKT,,,32S,32S (A319/20/21),90,15120,168,7200,689
Jun 2016,2016,WE,WE,HDY,"Hat Yai, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),180,30240,168,15150,750
Jun 2016,2016,WE,WE,HKT,"Phuket, TH","Bangkok, TH",BKK,,,320,320 (A320),60,10080,168,5100,673
Jun 2016,2016,WE,WE,HKT,"Phuket, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),24,4032,168,2040,673
Jun 2016,2016,WE,WE,HKT,"Phuket, TH","Bangkok, TH",DMK,,,32S,32S (A319/20/21),90,15120,168,7650,689
Jun 2016,2016,WE,WE,HKT,"Phuket, TH","Chiang Mai, TH",CNX,,,32S,32S (A319/20/21),30,5040,168,3600,1181
Jun 2016,2016,WE,WE,KKC,"Khon Kaen, TH","Bangkok, TH",BKK,,,320,320 (A320),30,5040,168,1800,367
Jun 2016,2016,WE,WE,KKC,"Khon Kaen, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),120,20160,168,7200,367
Jun 2016,2016,WE,WE,KKC,"Khon Kaen, TH","Bangkok, TH",DMK,,,32S,32S (A319/20/21),90,15120,168,4950,367
Jun 2016,2016,WE,WE,NAW,"Narathiwat, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),30,5040,168,2850,814
Jun 2016,2016,WE,WE,UBP,"Ubon Ratchathani, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),90,15120,168,5850,476
Jun 2016,2016,WE,WE,URT,"Surat Thani, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),60,10080,168,4200,536
Jun 2016,2016,WE,WE,UTH,"Udon Thani, TH","Bangkok, TH",BKK,,,320,320 (A320),30,5040,168,1950,451
Jun 2016,2016,WE,WE,UTH,"Udon Thani, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),120,20160,168,7800,451
Jul 2016,2016,DD,DD,BFV,"Buriram, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),31,2046,66,2015,296
Jul 2016,2016,DD,DD,BFV,"Buriram, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),31,2666,86,1705,296
Jul 2016,2016,DD,DD,CEI,"Chiang Rai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),93,17577,189,7045,666
Jul 2016,2016,DD,DD,CJM,"Chumphon, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),31,2046,66,2170,380
Jul 2016,2016,DD,DD,CJM,"Chumphon, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),31,2666,86,2015,380
Jul 2016,2016,DD,DD,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),217,41013,189,14105,565
Jul 2016,2016,DD,DD,CNX,"Chiang Mai, TH","Udon Thani, TH",UTH,,,738,738 (B737-800 Passenger),31,5859,189,1860,433
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Buriram, TH",BFV,,,ATR,ATR (ATR-42/72),31,2046,66,2015,296
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Buriram, TH",BFV,,,DH4,DH4 (DHC-8-400),31,2666,86,1860,296
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,738,738 (B737-800 Passenger),217,41013,189,15190,565
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,738,738 (B737-800 Passenger),93,17577,189,7115,666
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Chumphon, TH",CJM,,,ATR,ATR (ATR-42/72),31,2046,66,1860,380
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Chumphon, TH",CJM,,,DH4,DH4 (DHC-8-400),31,2666,86,1860,380
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,738,738 (B737-800 Passenger),155,29295,189,13175,772
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Khon Kaen, TH",KKC,,,738,738 (B737-800 Passenger),62,11718,189,3255,367
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Krabi, TH",KBV,,,738,738 (B737-800 Passenger),31,5859,189,2480,666
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Lampang, TH",LPT,,,DH4,DH4 (DHC-8-400),124,10664,86,9765,497
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Loei, TH",LOE,,,DH4,DH4 (DHC-8-400),62,5332,86,4340,410
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Mae Sot, TH",MAQ,,,ATR,ATR (ATR-42/72),31,2046,66,2170,380
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Mae Sot, TH",MAQ,,,DH4,DH4 (DHC-8-400),93,7998,86,6355,380
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Nakhon Phanom, TH",KOP,,,738,738 (B737-800 Passenger),31,5859,189,2170,579
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Nakhon Phanom, TH",KOP,,,DH4,DH4 (DHC-8-400),31,2666,86,2635,579
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Nakhon Si Thammarat, TH",NST,,,738,738 (B737-800 Passenger),155,29295,189,10850,610
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Nan, TH",NNT,,,DH4,DH4 (DHC-8-400),111,9546,86,9720,541
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Phitsanulok, TH",PHS,,,738,738 (B737-800 Passenger),62,11718,189,3100,320
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Phrae, TH",PRH,,,DH4,DH4 (DHC-8-400),62,5332,86,4960,470
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Phuket, TH",HKT,,,738,738 (B737-800 Passenger),242,45738,189,19980,689
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Ranong, TH",UNN,,,ATR,ATR (ATR-42/72),31,2046,66,2480,497
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Ranong, TH",UNN,,,DH4,DH4 (DHC-8-400),31,2666,86,2635,497
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Roi Et, TH",ROI,,,DH4,DH4 (DHC-8-400),75,6450,86,5405,418
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Sakon Nakhon, TH",SNO,,,738,738 (B737-800 Passenger),62,11718,189,4185,521
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Sakon Nakhon, TH",SNO,,,DH4,DH4 (DHC-8-400),31,2666,86,2170,521
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,738,738 (B737-800 Passenger),124,23436,189,8680,552
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Trang, TH",TST,,,738,738 (B737-800 Passenger),93,17577,189,7130,718
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,738,738 (B737-800 Passenger),155,29295,189,9920,483
Jul 2016,2016,DD,DD,DMK,"Bangkok, TH","Udon Thani, TH",UTH,,,738,738 (B737-800 Passenger),155,29295,189,10385,451
Jul 2016,2016,DD,DD,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),155,29295,189,13175,772
Jul 2016,2016,DD,DD,HKT,"Phuket, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),242,45738,189,19825,689
Jul 2016,2016,DD,DD,KBV,"Krabi, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),31,5859,189,2480,666
Jul 2016,2016,DD,DD,KKC,"Khon Kaen, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),62,11718,189,3100,367
Jul 2016,2016,DD,DD,KOP,"Nakhon Phanom, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),31,5859,189,2170,579
Jul 2016,2016,DD,DD,KOP,"Nakhon Phanom, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),31,2666,86,2635,579
Jul 2016,2016,DD,DD,LOE,"Loei, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),62,5332,86,4340,410
Jul 2016,2016,DD,DD,LPT,"Lampang, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),124,10664,86,9765,497
Jul 2016,2016,DD,DD,MAQ,"Mae Sot, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),31,2046,66,2170,380
Jul 2016,2016,DD,DD,MAQ,"Mae Sot, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),93,7998,86,6355,380
Jul 2016,2016,DD,DD,NNT,"Nan, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),111,9546,86,9720,541
Jul 2016,2016,DD,DD,NST,"Nakhon Si Thammarat, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),155,29295,189,10850,610
Jul 2016,2016,DD,DD,PHS,"Phitsanulok, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),62,11718,189,3100,320
Jul 2016,2016,DD,DD,PRH,"Phrae, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),62,5332,86,4960,470
Jul 2016,2016,DD,DD,ROI,"Roi Et, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),75,6450,86,5405,418
Jul 2016,2016,DD,DD,SNO,"Sakon Nakhon, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),62,11718,189,4185,521
Jul 2016,2016,DD,DD,SNO,"Sakon Nakhon, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),31,2666,86,2325,521
Jul 2016,2016,DD,DD,TST,"Trang, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),93,17577,189,7130,718
Jul 2016,2016,DD,DD,UBP,"Ubon Ratchathani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),155,29295,189,9300,483
Jul 2016,2016,DD,DD,UNN,"Ranong, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),31,2046,66,2480,497
Jul 2016,2016,DD,DD,UNN,"Ranong, TH","Bangkok, TH",DMK,,,DH4,DH4 (DHC-8-400),31,2666,86,2635,497
Jul 2016,2016,DD,DD,URT,"Surat Thani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),124,23436,189,8680,552
Jul 2016,2016,DD,DD,UTH,"Udon Thani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),155,29295,189,9300,451
Jul 2016,2016,DD,DD,UTH,"Udon Thani, TH","Chiang Mai, TH",CNX,,,738,738 (B737-800 Passenger),31,5859,189,1860,433
Jul 2016,2016,FD,FD,BFV,"Buriram, TH","Bangkok, TH",DMK,,,320,320 (A320),31,5580,180,1705,296
Jul 2016,2016,FD,FD,CEI,"Chiang Rai, TH","Bangkok, TH",DMK,,,320,320 (A320),124,22320,180,10075,666
Jul 2016,2016,FD,FD,CEI,"Chiang Rai, TH","Hat Yai, TH",HDY,,,320,320 (A320),31,5580,180,3410,1434
Jul 2016,2016,FD,FD,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,320,320 (A320),372,66960,180,28520,565
Jul 2016,2016,FD,FD,CNX,"Chiang Mai, TH","Hat Yai, TH",HDY,,,320,320 (A320),62,11160,180,7905,1320
Jul 2016,2016,FD,FD,CNX,"Chiang Mai, TH","Khon Kaen, TH",KKC,,,320,320 (A320),31,5580,180,2170,480
Jul 2016,2016,FD,FD,CNX,"Chiang Mai, TH","Krabi, TH",KBV,,,320,320 (A320),62,11160,180,7130,1181
Jul 2016,2016,FD,FD,CNX,"Chiang Mai, TH","Phuket, TH",HKT,,,320,320 (A320),93,16740,180,11470,1181
Jul 2016,2016,FD,FD,CNX,"Chiang Mai, TH","Surat Thani, TH",URT,,,320,320 (A320),31,5580,180,3410,1067
Jul 2016,2016,FD,FD,CNX,"Chiang Mai, TH","U-Tapao, TH",UTP,,,320,320 (A320),45,8100,180,3305,708
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Buriram, TH",BFV,,,320,320 (A320),31,5580,180,1705,296
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,320,320 (A320),372,66960,180,27435,565
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,320,320 (A320),124,22320,180,9920,666
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,320,320 (A320),279,50220,180,22475,772
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Khon Kaen, TH",KKC,,,320,320 (A320),124,22320,180,6975,367
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Krabi, TH",KBV,,,320,320 (A320),186,33480,180,14725,666
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Loei, TH",LOE,,,320,320 (A320),31,5580,180,1860,410
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Nakhon Phanom, TH",KOP,,,320,320 (A320),62,11160,180,4495,579
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Nakhon Si Thammarat, TH",NST,,,320,320 (A320),124,22320,180,8680,610
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Nan, TH",NNT,,,320,320 (A320),62,11160,180,4030,541
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Narathiwat, TH",NAW,,,320,320 (A320),31,5580,180,2790,838
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Phitsanulok, TH",PHS,,,320,320 (A320),62,11160,180,3410,320
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Phuket, TH",HKT,,,320,320 (A320),496,89280,180,39495,689
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Roi Et, TH",ROI,,,320,320 (A320),62,11160,180,3720,418
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Sakon Nakhon, TH",SNO,,,320,320 (A320),31,5580,180,2170,521
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,320,320 (A320),186,33480,180,12865,552
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Trang, TH",TST,,,320,320 (A320),93,16740,180,7440,718
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,320,320 (A320),62,11160,180,3875,483
Jul 2016,2016,FD,FD,DMK,"Bangkok, TH","Udon Thani, TH",UTH,,,320,320 (A320),93,16740,180,5580,451
Jul 2016,2016,FD,FD,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,320,320 (A320),279,50220,180,23715,772
Jul 2016,2016,FD,FD,HDY,"Hat Yai, TH","Chiang Mai, TH",CNX,,,320,320 (A320),62,11160,180,7285,1320
Jul 2016,2016,FD,FD,HDY,"Hat Yai, TH","Chiang Rai, TH",CEI,,,320,320 (A320),31,5580,180,4185,1434
Jul 2016,2016,FD,FD,HDY,"Hat Yai, TH","Khon Kaen, TH",KKC,,,320,320 (A320),31,5580,180,3720,1086
Jul 2016,2016,FD,FD,HDY,"Hat Yai, TH","U-Tapao, TH",UTP,,,320,320 (A320),17,3060,180,1190,639
Jul 2016,2016,FD,FD,HKT,"Phuket, TH","Bangkok, TH",DMK,,,320,320 (A320),496,89280,180,40460,689
Jul 2016,2016,FD,FD,HKT,"Phuket, TH","Chiang Mai, TH",CNX,,,320,320 (A320),93,16740,180,11005,1181
Jul 2016,2016,FD,FD,HKT,"Phuket, TH","Udon Thani, TH",UTH,,,320,320 (A320),31,5580,180,3100,1135
Jul 2016,2016,FD,FD,KBV,"Krabi, TH","Bangkok, TH",DMK,,,320,320 (A320),186,33480,180,15190,666
Jul 2016,2016,FD,FD,KBV,"Krabi, TH","Chiang Mai, TH",CNX,,,320,320 (A320),62,11160,180,7130,1181
Jul 2016,2016,FD,FD,KKC,"Khon Kaen, TH","Bangkok, TH",DMK,,,320,320 (A320),124,22320,180,7130,367
Jul 2016,2016,FD,FD,KKC,"Khon Kaen, TH","Chiang Mai, TH",CNX,,,320,320 (A320),31,5580,180,2380,480
Jul 2016,2016,FD,FD,KKC,"Khon Kaen, TH","Hat Yai, TH",HDY,,,320,320 (A320),31,5580,180,3785,1086
Jul 2016,2016,FD,FD,KOP,"Nakhon Phanom, TH","Bangkok, TH",DMK,,,320,320 (A320),62,11160,180,4340,579
Jul 2016,2016,FD,FD,LOE,"Loei, TH","Bangkok, TH",DMK,,,320,320 (A320),31,5580,180,1705,410
