Travel Month,Travel Year,Op Airline Code,Airline Code,Origin Code,Origin Name,Destination Name,Destination Code,Thru Point Name,Thru Point Code,Equipment Code,Equipment Name,Flights,Seats,Seats/ Dep,Block Mins,Average KMs
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Khon Kaen, TH",KKC,,,AB6,AB6 (A300-600 Passenger),118,30680,260,6640,367
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Ko Samui, TH",USM,,,734,734 (B737-400),62,9238,149,4030,465
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,320,320 (A320),55,9240,168,4400,649
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,32S,32S (A319/20/21),38,6156,162,3040,649
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,333,333 (A330-300),59,17995,305,4720,649
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,AB6,AB6 (A300-600 Passenger),3,780,260,240,649
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,320,320 (A320),62,10416,168,4960,673
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,32S,32S (A319/20/21),16,2592,162,1280,673
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,330,330 (A330),27,8073,299,2160,673
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,333,333 (A330-300),90,27450,305,7289,673
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,744,744 (B747-400 Passenger),33,12375,375,2790,673
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,747,747 (B747 Passenger),1,374,374,80,673
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,773,773 (B777-300 Passenger),65,23548,362.3,5230,673
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,777,777 (B777 Passenger),6,1854,309,490,673
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,AB6,AB6 (A300-600 Passenger),19,4940,260,1520,673
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Surat Thani, TH",URT,,,320,320 (A320),7,1176,168,525,536
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Surat Thani, TH",URT,,,32S,32S (A319/20/21),53,8586,162,3975,536
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,320,320 (A320),18,3024,168,1170,476
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,32S,32S (A319/20/21),44,7128,162,2860,476
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Udon Thani, TH",UTH,,,320,320 (A320),36,6048,168,2340,451
Jan 2014,2014,TG,TG,BKK,"Bangkok, TH","Udon Thani, TH",UTH,,,32S,32S (A319/20/21),69,11178,162,4485,451
Jan 2014,2014,TG,TG,CEI,"Chiang Rai, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),32,5184,162,2560,666
Jan 2014,2014,TG,TG,CEI,"Chiang Rai, TH","Bangkok, TH",BKK,,,AB6,AB6 (A300-600 Passenger),77,20020,260,6160,666
Jan 2014,2014,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,320,320 (A320),46,7728,168,3220,565
Jan 2014,2014,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),19,3078,162,1520,565
Jan 2014,2014,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,330,330 (A330),7,2093,299,490,565
Jan 2014,2014,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,333,333 (A330-300),75,22875,305,5570,565
Jan 2014,2014,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,734,734 (B737-400),26,3874,149,1820,565
Jan 2014,2014,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,744,744 (B747-400 Passenger),2,750,375,140,565
Jan 2014,2014,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,747,747 (B747 Passenger),29,10846,374,2320,565
Jan 2014,2014,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,773,773 (B777-300 Passenger),38,13816,363.6,2670,565
Jan 2014,2014,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,777,777 (B777 Passenger),2,618,309,140,565
Jan 2014,2014,TG,TG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,AB6,AB6 (A300-600 Passenger),87,22620,260,6400,565
Jan 2014,2014,TG,TG,CNX,"Chiang Mai, TH","Phuket, TH",HKT,,,320,320 (A320),31,5208,168,3565,1181
Jan 2014,2014,TG,TG,HDY,"Hat Yai, TH","Bangkok, TH",BKK,,,320,320 (A320),36,6048,168,3060,750
Jan 2014,2014,TG,TG,HDY,"Hat Yai, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),20,3240,162,1700,750
Jan 2014,2014,TG,TG,HDY,"Hat Yai, TH","Bangkok, TH",BKK,,,330,330 (A330),1,299,299,85,750
Jan 2014,2014,TG,TG,HDY,"Hat Yai, TH","Bangkok, TH",BKK,,,333,333 (A330-300),42,12810,305,3570,750
Jan 2014,2014,TG,TG,HDY,"Hat Yai, TH","Bangkok, TH",BKK,,,AB6,AB6 (A300-600 Passenger),14,3640,260,1190,750
Jan 2014,2014,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,320,320 (A320),62,10416,168,5270,673
Jan 2014,2014,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),16,2592,162,1360,673
Jan 2014,2014,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,330,330 (A330),27,8073,299,2295,673
Jan 2014,2014,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,333,333 (A330-300),90,27450,305,7770,673
Jan 2014,2014,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,744,744 (B747-400 Passenger),33,12375,375,2955,673
Jan 2014,2014,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,747,747 (B747 Passenger),1,374,374,85,673
Jan 2014,2014,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,773,773 (B777-300 Passenger),82,29464,359.3,7000,673
Jan 2014,2014,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,777,777 (B777 Passenger),6,1854,309,520,673
Jan 2014,2014,TG,TG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,AB6,AB6 (A300-600 Passenger),19,4940,260,1615,673
Jan 2014,2014,TG,TG,HKT,"Phuket, TH","Chiang Mai, TH",CNX,,,320,320 (A320),31,5208,168,3565,1181
Jan 2014,2014,TG,TG,KBV,"Krabi, TH","Bangkok, TH",BKK,,,320,320 (A320),55,9240,168,4400,649
Jan 2014,2014,TG,TG,KBV,"Krabi, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),38,6156,162,3040,649
Jan 2014,2014,TG,TG,KBV,"Krabi, TH","Bangkok, TH",BKK,,,333,333 (A330-300),59,17995,305,4720,649
Jan 2014,2014,TG,TG,KBV,"Krabi, TH","Bangkok, TH",BKK,,,AB6,AB6 (A300-600 Passenger),3,780,260,240,649
Jan 2014,2014,TG,TG,KKC,"Khon Kaen, TH","Bangkok, TH",BKK,,,320,320 (A320),5,840,168,275,367
Jan 2014,2014,TG,TG,KKC,"Khon Kaen, TH","Bangkok, TH",BKK,,,734,734 (B737-400),20,2980,149,1105,367
Jan 2014,2014,TG,TG,KKC,"Khon Kaen, TH","Bangkok, TH",BKK,,,AB6,AB6 (A300-600 Passenger),118,30680,260,6640,367
Jan 2014,2014,TG,TG,UBP,"Ubon Ratchathani, TH","Bangkok, TH",BKK,,,320,320 (A320),18,3024,168,1170,476
Jan 2014,2014,TG,TG,UBP,"Ubon Ratchathani, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),44,7128,162,2860,476
Jan 2014,2014,TG,TG,URT,"Surat Thani, TH","Bangkok, TH",BKK,,,320,320 (A320),7,1176,168,490,536
Jan 2014,2014,TG,TG,URT,"Surat Thani, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),53,8586,162,3710,536
Jan 2014,2014,TG,TG,USM,"Ko Samui, TH","Bangkok, TH",BKK,,,734,734 (B737-400),62,9238,149,4030,465
Jan 2014,2014,TG,TG,UTH,"Udon Thani, TH","Bangkok, TH",BKK,,,320,320 (A320),36,6048,168,2160,451
Jan 2014,2014,TG,TG,UTH,"Udon Thani, TH","Bangkok, TH",BKK,,,32S,32S (A319/20/21),69,11178,162,4140,451
Feb 2014,2014,8B,8B,BKK,"Bangkok, TH","Phuket, TH",HKT,,,763,763 (B767-300 Passenger),4,1004,251,320,673
Feb 2014,2014,8B,8B,HKT,"Phuket, TH","Bangkok, TH",BKK,,,763,763 (B767-300 Passenger),4,1004,251,320,673
Feb 2014,2014,8B,8B,HKT,"Phuket, TH","Surat Thani, TH",URT,,,763,763 (B767-300 Passenger),12,3012,251,360,145
Feb 2014,2014,8B,8B,URT,"Surat Thani, TH","Phuket, TH",HKT,,,763,763 (B767-300 Passenger),12,3012,251,360,145
Feb 2014,2014,DD,DD,BFV,"Buriram, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),28,952,34,1820,296
Feb 2014,2014,DD,DD,CEI,"Chiang Rai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),140,26460,189,10500,666
Feb 2014,2014,DD,DD,CJM,"Chumphon, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),56,1904,34,3920,380
Feb 2014,2014,DD,DD,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),224,42336,189,14560,565
Feb 2014,2014,DD,DD,CNX,"Chiang Mai, TH","Mae Hong Son, TH",HGN,,,SF3,SF3 (Saab 340),84,2856,34,2940,119
Feb 2014,2014,DD,DD,CNX,"Chiang Mai, TH","Mae Sot, TH",MAQ,,,SF3,SF3 (Saab 340),28,952,34,1400,196
Feb 2014,2014,DD,DD,CNX,"Chiang Mai, TH","Udon Thani, TH",UTH,,,SF3,SF3 (Saab 340),84,2856,34,6720,433
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Buriram, TH",BFV,,,SF3,SF3 (Saab 340),28,952,34,1820,296
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,738,738 (B737-800 Passenger),224,42336,189,15680,565
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,738,738 (B737-800 Passenger),140,26460,189,10500,666
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Chumphon, TH",CJM,,,SF3,SF3 (Saab 340),56,1904,34,3920,380
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,738,738 (B737-800 Passenger),224,42336,189,19040,772
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Hua Hin, TH",HHQ,,,SF3,SF3 (Saab 340),12,408,34,360,158
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Krabi, TH",KBV,,,738,738 (B737-800 Passenger),56,10584,189,4340,666
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Loei, TH",LOE,,,ATR,ATR (ATR-42/72),28,1848,66,2100,410
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Loei, TH",LOE,,,SF3,SF3 (Saab 340),28,952,34,2100,410
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Mae Sot, TH",MAQ,,,SF3,SF3 (Saab 340),140,4760,34,10500,380
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Nakhon Phanom, TH",KOP,,,738,738 (B737-800 Passenger),28,5292,189,1960,579
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Nakhon Si Thammarat, TH",NST,,,738,738 (B737-800 Passenger),168,31752,189,11340,610
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Nan, TH",NNT,,,ATR,ATR (ATR-42/72),56,3696,66,5320,541
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Nan, TH",NNT,,,SF3,SF3 (Saab 340),28,952,34,2660,541
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Phitsanulok, TH",PHS,,,738,738 (B737-800 Passenger),84,15876,189,4060,320
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Phitsanulok, TH",PHS,,,ATR,ATR (ATR-42/72),28,1848,66,1960,320
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Phrae, TH",PRH,,,SF3,SF3 (Saab 340),28,952,34,2380,470
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Phuket, TH",HKT,,,738,738 (B737-800 Passenger),112,21168,189,8820,689
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Ranong, TH",UNN,,,ATR,ATR (ATR-42/72),56,3696,66,5320,497
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Roi Et, TH",ROI,,,ATR,ATR (ATR-42/72),28,1848,66,2100,418
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Roi Et, TH",ROI,,,SF3,SF3 (Saab 340),28,952,34,2100,418
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Sakon Nakhon, TH",SNO,,,738,738 (B737-800 Passenger),28,5292,189,1960,521
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,738,738 (B737-800 Passenger),140,26460,189,9520,552
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Trang, TH",TST,,,738,738 (B737-800 Passenger),84,15876,189,6720,718
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,738,738 (B737-800 Passenger),168,31752,189,10920,483
Feb 2014,2014,DD,DD,DMK,"Bangkok, TH","Udon Thani, TH",UTH,,,738,738 (B737-800 Passenger),168,31752,189,10920,451
Feb 2014,2014,DD,DD,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),224,42336,189,19180,772
Feb 2014,2014,DD,DD,HGN,"Mae Hong Son, TH","Chiang Mai, TH",CNX,,,SF3,SF3 (Saab 340),84,2856,34,2940,119
Feb 2014,2014,DD,DD,HHQ,"Hua Hin, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),12,408,34,480,158
Feb 2014,2014,DD,DD,HKT,"Phuket, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),112,21168,189,8960,689
Feb 2014,2014,DD,DD,KBV,"Krabi, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),56,10584,189,4480,666
Feb 2014,2014,DD,DD,KOP,"Nakhon Phanom, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),28,5292,189,1960,579
Feb 2014,2014,DD,DD,LOE,"Loei, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),28,1848,66,2100,410
Feb 2014,2014,DD,DD,LOE,"Loei, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),28,952,34,2100,410
Feb 2014,2014,DD,DD,MAQ,"Mae Sot, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),140,4760,34,10500,380
Feb 2014,2014,DD,DD,MAQ,"Mae Sot, TH","Chiang Mai, TH",CNX,,,SF3,SF3 (Saab 340),28,952,34,1400,196
Feb 2014,2014,DD,DD,NNT,"Nan, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),56,3696,66,5320,541
Feb 2014,2014,DD,DD,NNT,"Nan, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),28,952,34,2660,541
Feb 2014,2014,DD,DD,NST,"Nakhon Si Thammarat, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),168,31752,189,11620,610
Feb 2014,2014,DD,DD,PHS,"Phitsanulok, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),84,15876,189,4060,320
Feb 2014,2014,DD,DD,PHS,"Phitsanulok, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),28,1848,66,1960,320
Feb 2014,2014,DD,DD,PRH,"Phrae, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),28,952,34,2380,470
Feb 2014,2014,DD,DD,ROI,"Roi Et, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),28,1848,66,2100,418
Feb 2014,2014,DD,DD,ROI,"Roi Et, TH","Bangkok, TH",DMK,,,SF3,SF3 (Saab 340),28,952,34,2100,418
Feb 2014,2014,DD,DD,SNO,"Sakon Nakhon, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),28,5292,189,1960,521
Feb 2014,2014,DD,DD,TST,"Trang, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),84,15876,189,6720,718
Feb 2014,2014,DD,DD,UBP,"Ubon Ratchathani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),168,31752,189,10080,483
Feb 2014,2014,DD,DD,UNN,"Ranong, TH","Bangkok, TH",DMK,,,ATR,ATR (ATR-42/72),56,3696,66,5320,497
Feb 2014,2014,DD,DD,URT,"Surat Thani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),140,26460,189,9800,552
Feb 2014,2014,DD,DD,UTH,"Udon Thani, TH","Bangkok, TH",DMK,,,738,738 (B737-800 Passenger),168,31752,189,10080,451
Feb 2014,2014,DD,DD,UTH,"Udon Thani, TH","Chiang Mai, TH",CNX,,,SF3,SF3 (Saab 340),84,2856,34,6720,433
Feb 2014,2014,E8,E8,DMK,"Bangkok, TH","Phuket, TH",HKT,,,734,734 (B737-400),56,8344,149,5040,689
Feb 2014,2014,E8,E8,HKT,"Phuket, TH","Bangkok, TH",DMK,,,734,734 (B737-400),56,8344,149,3360,689
Feb 2014,2014,FD,FD,CEI,"Chiang Rai, TH","Bangkok, TH",DMK,,,320,320 (A320),140,23520,168,10920,666
Feb 2014,2014,FD,FD,CNX,"Chiang Mai, TH","Bangkok, TH",DMK,,,320,320 (A320),336,56448,168,25620,565
Feb 2014,2014,FD,FD,CNX,"Chiang Mai, TH","Hat Yai, TH",HDY,,,320,320 (A320),56,9408,168,7140,1320
Feb 2014,2014,FD,FD,CNX,"Chiang Mai, TH","Krabi, TH",KBV,,,320,320 (A320),28,4704,168,3220,1181
Feb 2014,2014,FD,FD,CNX,"Chiang Mai, TH","Phuket, TH",HKT,,,320,320 (A320),56,9408,168,7000,1181
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Chiang Mai, TH",CNX,,,320,320 (A320),336,56448,168,25340,565
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Chiang Rai, TH",CEI,,,320,320 (A320),140,23520,168,11060,666
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Hat Yai, TH",HDY,,,320,320 (A320),252,42336,168,21420,772
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Khon Kaen, TH",KKC,,,320,320 (A320),56,9408,168,3080,367
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Krabi, TH",KBV,,,320,320 (A320),224,37632,168,17920,666
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Nakhon Phanom, TH",KOP,,,320,320 (A320),28,4704,168,2100,579
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Nakhon Si Thammarat, TH",NST,,,320,320 (A320),112,18816,168,8540,610
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Narathiwat, TH",NAW,,,320,320 (A320),28,4704,168,2520,838
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Phitsanulok, TH",PHS,,,320,320 (A320),56,9408,168,3080,320
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Phuket, TH",HKT,,,320,320 (A320),336,56448,168,27020,689
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Surat Thani, TH",URT,,,320,320 (A320),112,18816,168,7980,552
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Trang, TH",TST,,,320,320 (A320),84,14112,168,7140,718
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Ubon Ratchathani, TH",UBP,,,320,320 (A320),56,9408,168,3780,483
Feb 2014,2014,FD,FD,DMK,"Bangkok, TH","Udon Thani, TH",UTH,,,320,320 (A320),84,14112,168,5600,451
Feb 2014,2014,FD,FD,HDY,"Hat Yai, TH","Bangkok, TH",DMK,,,320,320 (A320),252,42336,168,21140,772
Feb 2014,2014,FD,FD,HDY,"Hat Yai, TH","Chiang Mai, TH",CNX,,,320,320 (A320),56,9408,168,6860,1320
Feb 2014,2014,FD,FD,HKT,"Phuket, TH","Bangkok, TH",DMK,,,320,320 (A320),336,56448,168,27020,689
Feb 2014,2014,FD,FD,HKT,"Phuket, TH","Chiang Mai, TH",CNX,,,320,320 (A320),56,9408,168,6440,1181
Feb 2014,2014,FD,FD,HKT,"Phuket, TH","Udon Thani, TH",UTH,,,320,320 (A320),28,4704,168,2940,1135
Feb 2014,2014,FD,FD,KBV,"Krabi, TH","Bangkok, TH",DMK,,,320,320 (A320),224,37632,168,17080,666
Feb 2014,2014,FD,FD,KBV,"Krabi, TH","Chiang Mai, TH",CNX,,,320,320 (A320),28,4704,168,2940,1181
Feb 2014,2014,FD,FD,KKC,"Khon Kaen, TH","Bangkok, TH",DMK,,,320,320 (A320),56,9408,168,3080,367
Feb 2014,2014,FD,FD,KOP,"Nakhon Phanom, TH","Bangkok, TH",DMK,,,320,320 (A320),28,4704,168,2100,579
Feb 2014,2014,FD,FD,NAW,"Narathiwat, TH","Bangkok, TH",DMK,,,320,320 (A320),28,4704,168,2520,838
Feb 2014,2014,FD,FD,NST,"Nakhon Si Thammarat, TH","Bangkok, TH",DMK,,,320,320 (A320),112,18816,168,8400,610
Feb 2014,2014,FD,FD,PHS,"Phitsanulok, TH","Bangkok, TH",DMK,,,320,320 (A320),56,9408,168,3220,320
Feb 2014,2014,FD,FD,TST,"Trang, TH","Bangkok, TH",DMK,,,320,320 (A320),84,14112,168,7140,718
Feb 2014,2014,FD,FD,UBP,"Ubon Ratchathani, TH","Bangkok, TH",DMK,,,320,320 (A320),56,9408,168,3640,483
Feb 2014,2014,FD,FD,URT,"Surat Thani, TH","Bangkok, TH",DMK,,,320,320 (A320),112,18816,168,8260,552
Feb 2014,2014,FD,FD,UTH,"Udon Thani, TH","Bangkok, TH",DMK,,,320,320 (A320),84,14112,168,5460,451
Feb 2014,2014,FD,FD,UTH,"Udon Thani, TH","Phuket, TH",HKT,,,320,320 (A320),28,4704,168,3080,1135
Feb 2014,2014,K8,K8,CEI,"Chiang Rai, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),4,48,12,140,153
Feb 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Chiang Rai, TH",CEI,,,CNC,CNC (Cessna),4,48,12,140,153
Feb 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Khon Kaen, TH",KKC,,,CNC,CNC (Cessna),3,36,12,345,480
Feb 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Mae Hong Son, TH",HGN,,,CNC,CNC (Cessna),84,1008,12,2940,119
Feb 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Nan, TH",NNT,,,CNC,CNC (Cessna),8,96,12,360,192
Feb 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Pai, TH",PYY,,,CNC,CNC (Cessna),12,144,12,300,87
Feb 2014,2014,K8,K8,CNX,"Chiang Mai, TH","Phitsanulok, TH",PHS,,,CNC,CNC (Cessna),16,192,12,960,259
Feb 2014,2014,K8,K8,HGN,"Mae Hong Son, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),84,1008,12,2660,119
Feb 2014,2014,K8,K8,KKC,"Khon Kaen, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),3,36,12,300,480
Feb 2014,2014,K8,K8,NNT,"Nan, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),8,96,12,360,192
Feb 2014,2014,K8,K8,PHS,"Phitsanulok, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),16,192,12,960,259
Feb 2014,2014,K8,K8,PYY,"Pai, TH","Chiang Mai, TH",CNX,,,CNC,CNC (Cessna),12,144,12,300,87
Feb 2014,2014,OX,OX,DMK,"Bangkok, TH","Phuket, TH",HKT,,,M82,M82 (MD-82),40,6000,150,3200,689
Feb 2014,2014,OX,OX,HKT,"Phuket, TH","Bangkok, TH",DMK,,,M82,M82 (MD-82),40,6000,150,3340,689
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,319,319 (A319),30,4308,143.6,2250,565
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Chiang Mai, TH",CNX,,,320,320 (A320),150,24300,162,11250,565
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Ko Samui, TH",USM,,,319,319 (A319),398,54192,136.2,25730,465
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Ko Samui, TH",USM,,,AT7,AT7 (ATR-72),164,11480,70,14760,465
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Krabi, TH",KBV,,,320,320 (A320),84,13608,162,7000,649
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Lampang, TH",LPT,,,AT7,AT7 (ATR-72),84,5880,70,7560,497
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,319,319 (A319),11,1584,144,935,673
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Phuket, TH",HKT,,,320,320 (A320),213,34506,162,18105,673
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Sukhothai, TH",THS,,,AT7,AT7 (ATR-72),56,3920,70,4200,377
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Trat, TH",TDX,,,AT7,AT7 (ATR-72),84,5880,70,5040,233
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Udon Thani, TH",UTH,,,319,319 (A319),73,10074,138,4745,451
Feb 2014,2014,PG,PG,BKK,"Bangkok, TH","Udon Thani, TH",UTH,,,320,320 (A320),11,1782,162,715,451
Feb 2014,2014,PG,PG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,319,319 (A319),30,4308,143.6,2400,565
Feb 2014,2014,PG,PG,CNX,"Chiang Mai, TH","Bangkok, TH",BKK,,,320,320 (A320),150,24300,162,12000,565
Feb 2014,2014,PG,PG,CNX,"Chiang Mai, TH","Ko Samui, TH",USM,,,319,319 (A319),28,4032,144,2940,1027
Feb 2014,2014,PG,PG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,319,319 (A319),11,1584,144,935,673
Feb 2014,2014,PG,PG,HKT,"Phuket, TH","Bangkok, TH",BKK,,,320,320 (A320),213,34506,162,18105,673
Feb 2014,2014,PG,PG,HKT,"Phuket, TH","Ko Samui, TH",USM,,,AT7,AT7 (ATR-72),140,9800,70,7700,249
Feb 2014,2014,PG,PG,HKT,"Phuket, TH","U-Tapao, TH",UTP,,,AT7,AT7 (ATR-72),28,1960,70,2800,586
Feb 2014,2014,PG,PG,KBV,"Krabi, TH","Bangkok, TH",BKK,,,320,320 (A320),84,13608,162,7140,649
Feb 2014,2014,PG,PG,KBV,"Krabi, TH","Ko Samui, TH",USM,,,AT7,AT7 (ATR-72),28,1960,70,1400,200
