"TravelMonth","Op Airline Code","Origin Code","Destination Code","Flights","Seats","Seats/ Dep","Block Mins","Average KMs"
"Oct2013","8B","HKT","BKK","5","1255","251.0","400","673.0"
"Oct2013","8B","HKT","URT","12","3012","251.0","360","145.0"
"Oct2013","8B","URT","HKT","12","3012","251.0","360","145.0"
"Oct2013","DD","BFV","DMK","16","544","34.0","1040","296.0"
"Oct2013","DD","CEI","DMK","103","19467","189.0","7725","666.0"
"Oct2013","DD","CJM","DMK","62","2108","34.0","4340","380.0"
"Oct2013","DD","CNX","DMK","269","50841","189.0","17485","565.0"
"Oct2013","DD","CNX","HGN","93","3162","34.0","3255","119.0"
"Oct2013","DD","CNX","MAQ","31","1054","34.0","1550","196.0"
"Oct2013","DD","CNX","UTH","93","3162","34.0","7440","433.0"
"Oct2013","DD","DMK","BFV","16","544","34.0","1040","296.0"
"Oct2013","DD","DMK","CNX","269","50841","189.0","18830","565.0"
"Oct2013","DD","DMK","CEI","103","19467","189.0","7725","666.0"
"Oct2013","DD","DMK","CJM","62","2108","34.0","4340","380.0"
"Oct2013","DD","DMK","HDY","222","41958","189.0","18870","772.0"
"Oct2013","DD","DMK","LOE","36.0","2216.0","61.55555555555556","2700.0","410.0"
"Oct2013","DD","DMK","MAQ","129","4386","34.0","9675","380.0"
"Oct2013","DD","DMK","KOP","31","5859","189.0","2145","579.0"
"Oct2013","DD","DMK","NST","155","29295","189.0","10800","610.0"
"Oct2013","DD","DMK","NNT","67.0","4102.0","61.223880597014926","6365.0","541.0"
"Oct2013","DD","DMK","PHS","129.0","12327.0","95.55813953488372","8385.0","320.0"
"Oct2013","DD","DMK","PRH","20","680","34.0","1700","470.0"
"Oct2013","DD","DMK","HKT","98","18522","189.0","7815","689.0"
"Oct2013","DD","DMK","UNN","62.0","3100.0","50.0","5890.0","497.0"
"Oct2013","DD","DMK","ROI","62.0","3100.0","50.0","4650.0","418.0"
"Oct2013","DD","DMK","SNO","31","5859","189.0","2170","521.0"
"Oct2013","DD","DMK","URT","129","24381","189.0","9030","552.0"
"Oct2013","DD","DMK","TST","67","12663","189.0","5335","718.0"
"Oct2013","DD","DMK","UBP","160","30240","189.0","10400","483.0"
"Oct2013","DD","DMK","UTH","186","35154","189.0","12090","451.0"
"Oct2013","DD","HDY","DMK","222","41958","189.0","18895","772.0"
"Oct2013","DD","HGN","CNX","93","3162","34.0","3255","119.0"
"Oct2013","DD","HKT","DMK","98","18522","189.0","7840","689.0"
"Oct2013","DD","KOP","DMK","31","5859","189.0","2145","579.0"
"Oct2013","DD","LOE","DMK","36.0","2216.0","61.55555555555556","2700.0","410.0"
"Oct2013","DD","MAQ","DMK","129","4386","34.0","9675","380.0"
"Oct2013","DD","MAQ","CNX","31","1054","34.0","1550","196.0"
"Oct2013","DD","NNT","DMK","67.0","4102.0","61.223880597014926","6365.0","541.0"
"Oct2013","DD","NST","DMK","155","29295","189.0","10825","610.0"
"Oct2013","DD","PHS","DMK","129.0","12327.0","95.55813953488372","8335.0","320.0"
"Oct2013","DD","PRH","DMK","20","680","34.0","1700","470.0"
"Oct2013","DD","ROI","DMK","62.0","3100.0","50.0","4650.0","418.0"
"Oct2013","DD","SNO","DMK","31","5859","189.0","2170","521.0"
"Oct2013","DD","TST","DMK","67","12663","189.0","5335","718.0"
"Oct2013","DD","UBP","DMK","160","30240","189.0","9600","483.0"
"Oct2013","DD","UNN","DMK","62.0","3100.0","50.0","5890.0","497.0"
"Oct2013","DD","URT","DMK","129","24381","189.0","8980","552.0"
"Oct2013","DD","UTH","DMK","186","35154","189.0","11160","451.0"
"Oct2013","DD","UTH","CNX","93","3162","34.0","7440","433.0"
"Oct2013","FD","CEI","DMK","93","15624","168.0","7440","666.0"
"Oct2013","FD","CNX","DMK","346","58128","168.0","26180","565.0"
"Oct2013","FD","CNX","HDY","62","10416","168.0","7750","1320.0"
"Oct2013","FD","CNX","HKT","62","10416","168.0","7750","1181.0"
"Oct2013","FD","DMK","CNX","346","58128","168.0","25585","565.0"
"Oct2013","FD","DMK","CEI","93","15624","168.0","7440","666.0"
"Oct2013","FD","DMK","HDY","253","42504","168.0","20595","772.0"
"Oct2013","FD","DMK","KKC","8","1344","168.0","440","367.0"
"Oct2013","FD","DMK","KBV","217","36456","168.0","16710","666.0"
"Oct2013","FD","DMK","KOP","31","5208","168.0","2455","579.0"
"Oct2013","FD","DMK","NST","93","15624","168.0","6610","610.0"
"Oct2013","FD","DMK","NAW","31","5208","168.0","2790","838.0"
"Oct2013","FD","DMK","HKT","370","62160","168.0","29495","689.0"
"Oct2013","FD","DMK","URT","93","15624","168.0","6535","552.0"
"Oct2013","FD","DMK","TST","93","15624","168.0","7775","718.0"
"Oct2013","FD","DMK","UBP","62","10416","168.0","3925","483.0"
"Oct2013","FD","DMK","UTH","93","15624","168.0","5680","451.0"
"Oct2013","FD","HDY","DMK","253","42504","168.0","22210","772.0"
"Oct2013","FD","HDY","CNX","62","10416","168.0","7545","1320.0"
"Oct2013","FD","HKT","DMK","370","62160","168.0","30750","689.0"
"Oct2013","FD","HKT","CNX","62","10416","168.0","7520","1181.0"
"Oct2013","FD","HKT","UTH","31","5208","168.0","3125","1135.0"
"Oct2013","FD","KBV","DMK","217","36456","168.0","17055","666.0"
"Oct2013","FD","KKC","DMK","8","1344","168.0","440","367.0"
"Oct2013","FD","KOP","DMK","31","5208","168.0","2455","579.0"
"Oct2013","FD","NAW","DMK","31","5208","168.0","2790","838.0"
"Oct2013","FD","NST","DMK","93","15624","168.0","6845","610.0"
"Oct2013","FD","TST","DMK","93","15624","168.0","7515","718.0"
"Oct2013","FD","UBP","DMK","62","10416","168.0","4030","483.0"
"Oct2013","FD","URT","DMK","93","15624","168.0","6560","552.0"
"Oct2013","FD","UTH","DMK","93","15624","168.0","5680","451.0"
"Oct2013","FD","UTH","HKT","31","5208","168.0","3410","1135.0"
"Oct2013","K8","CNX","HGN","93","1116","12.0","3255","119.0"
"Oct2013","K8","CNX","NNT","8","96","12.0","360","192.0"
"Oct2013","K8","CNX","PYY","12","144","12.0","300","87.0"
"Oct2013","K8","CNX","PHS","17","204","12.0","1020","259.0"
"Oct2013","K8","HGN","CNX","93","1116","12.0","3255","119.0"
"Oct2013","K8","NNT","CNX","8","96","12.0","320","192.0"
"Oct2013","K8","PHS","CNX","17","204","12.0","1020","259.0"
"Oct2013","K8","PYY","CNX","12","144","12.0","300","87.0"
"Oct2013","OX","CNX","DMK","8","1200","150.0","580","565.0"
"Oct2013","OX","DMK","CNX","8","1200","150.0","720","565.0"
"Oct2013","OX","DMK","HKT","48","7200","150.0","3840","689.0"
"Oct2013","OX","HKT","DMK","48","7200","150.0","4025","689.0"
"Oct2013","PG","BKK","CNX","186.0","28740.0","154.51612903225808","13950.0","565.0"
"Oct2013","PG","BKK","USM","542.0","65328.0","120.53136531365314","38225.0","465.0"
"Oct2013","PG","BKK","KBV","62.0","9954.0","160.5483870967742","5270.0","649.0"
"Oct2013","PG","BKK","LPT","67","4690","70.0","6030","497.0"
"Oct2013","PG","BKK","HKT","217.0","35010.0","161.3364055299539","18445.0","673.0"
"Oct2013","PG","BKK","THS","62","4340","70.0","4650","377.0"
"Oct2013","PG","BKK","TDX","93","6510","70.0","5580","233.0"
"Oct2013","PG","CNX","BKK","155.0","24276.0","156.61935483870968","12400.0","565.0"
"Oct2013","PG","CNX","USM","31","4464","144.0","3255","1027.0"
"Oct2013","PG","HKT","BKK","217.0","34974.0","161.1705069124424","18445.0","673.0"
"Oct2013","PG","HKT","USM","124","8680","70.0","6820","249.0"
"Oct2013","PG","HKT","UTP","31","2170","70.0","2970","586.0"
"Oct2013","PG","KBV","BKK","62.0","9954.0","160.5483870967742","5270.0","649.0"
"Oct2013","PG","KBV","USM","31","2170","70.0","1550","200.0"
"Oct2013","PG","LPT","BKK","67","4690","70.0","6030","497.0"
"Oct2013","PG","TDX","BKK","93","6510","70.0","5580","233.0"
"Oct2013","PG","THS","BKK","62","4340","70.0","4650","377.0"
"Oct2013","PG","USM","BKK","574.0","69930.0","121.82926829268293","40460.0","465.0"
"Oct2013","PG","USM","KBV","31","2170","70.0","1705","200.0"
"Oct2013","PG","USM","HKT","124","8680","70.0","7440","249.0"
"Oct2013","PG","USM","UTP","31","2170","70.0","2455","360.0"
"Oct2013","PG","UTP","USM","31","2170","70.0","2170","360.0"
"Oct2013","PG","UTP","HKT","31","2170","70.0","3100","586.0"
"Oct2013","TG","BKK","CNX","284.0","80919.0","284.92605633802816","20810.0","565.0"
"Oct2013","TG","BKK","CEI","93.0","21294.0","228.96774193548387","7440.0","666.0"
"Oct2013","TG","BKK","HDY","124.0","27563.0","222.28225806451613","10850.0","750.0"
"Oct2013","TG","BKK","KKC","129.0","32985.0","255.69767441860466","7120.0","367.0"
"Oct2013","TG","BKK","USM","62","9238","149.0","4030","465.0"
"Oct2013","TG","BKK","KBV","98.0","24822.0","253.28571428571428","7840.0","649.0"
"Oct2013","TG","BKK","HKT","338.0","97783.0","289.29881656804736","27319.0","673.0"
"Oct2013","TG","BKK","URT","62.0","10374.0","167.32258064516128","4650.0","536.0"
"Oct2013","TG","BKK","UBP","62.0","10379.0","167.40322580645162","4030.0","476.0"
"Oct2013","TG","BKK","UTH","93.0","15600.0","167.74193548387098","6045.0","451.0"
"Oct2013","TG","CEI","BKK","93.0","21294.0","228.96774193548387","7440.0","666.0"
"Oct2013","TG","CNX","BKK","284.0","80919.0","284.92605633802816","20810.0","565.0"
"Oct2013","TG","CNX","HKT","31","5208","168.0","3565","1181.0"
"Oct2013","TG","HDY","BKK","124.0","27563.0","222.28225806451613","10540.0","750.0"
"Oct2013","TG","HKT","BKK","339.0","98131.0","289.4719764011799","29125.0","673.0"
"Oct2013","TG","HKT","CNX","31","5208","168.0","3565","1181.0"
"Oct2013","TG","KBV","BKK","98.0","24822.0","253.28571428571428","7840.0","649.0"
"Oct2013","TG","KKC","BKK","129.0","32985.0","255.69767441860466","7250.0","367.0"
"Oct2013","TG","UBP","BKK","62.0","10379.0","167.40322580645162","4030.0","476.0"
"Oct2013","TG","URT","BKK","62.0","10374.0","167.32258064516128","4340.0","536.0"
"Oct2013","TG","USM","BKK","62","9238","149.0","4030","465.0"
"Oct2013","TG","UTH","BKK","93.0","15600.0","167.74193548387098","5580.0","451.0"
"Nov2013","8B","BKK","HKT","8","2008","251.0","640","673.0"
"Nov2013","8B","HKT","BKK","9","2259","251.0","720","673.0"
"Nov2013","8B","HKT","URT","8","2008","251.0","240","145.0"
"Nov2013","8B","URT","HKT","8","2008","251.0","240","145.0"
"Nov2013","DD","BFV","DMK","30","1020","34.0","1950","296.0"
"Nov2013","DD","CEI","DMK","150","28350","189.0","11250","666.0"
"Nov2013","DD","CJM","DMK","60","2040","34.0","4200","380.0"
"Nov2013","DD","CNX","DMK","204","38556","189.0","13260","565.0"
"Nov2013","DD","CNX","HGN","90","3060","34.0","3150","119.0"
"Nov2013","DD","CNX","MAQ","30","1020","34.0","1500","196.0"
"Nov2013","DD","CNX","UTH","87","2958","34.0","6960","433.0"
"Nov2013","DD","DMK","BFV","30","1020","34.0","1950","296.0"
"Nov2013","DD","DMK","CNX","204","38556","189.0","14280","565.0"
"Nov2013","DD","DMK","CEI","150","28350","189.0","11250","666.0"
"Nov2013","DD","DMK","CJM","60","2040","34.0","4200","380.0"
"Nov2013","DD","DMK","HDY","240","45360","189.0","20400","772.0"
"Nov2013","DD","DMK","HHQ","7","238","34.0","210","158.0"
"Nov2013","DD","DMK","LOE","60.0","3000.0","50.0","4500.0","410.0"
"Nov2013","DD","DMK","MAQ","150","5100","34.0","11250","380.0"
"Nov2013","DD","DMK","KOP","30","5670","189.0","1950","579.0"
"Nov2013","DD","DMK","NST","150","28350","189.0","10200","610.0"
"Nov2013","DD","DMK","NNT","90.0","4020.0","44.666666666666664","8550.0","541.0"
"Nov2013","DD","DMK","PHS","150.0","13590.0","90.6","9750.0","320.0"
"Nov2013","DD","DMK","PRH","30","1020","34.0","2550","470.0"
"Nov2013","DD","DMK","HKT","120","22680","189.0","9450","689.0"
"Nov2013","DD","DMK","UNN","60.0","3000.0","50.0","5700.0","497.0"
"Nov2013","DD","DMK","ROI","60.0","3000.0","50.0","4500.0","418.0"
"Nov2013","DD","DMK","SNO","30","5670","189.0","2100","521.0"
"Nov2013","DD","DMK","URT","150","28350","189.0","10500","552.0"
"Nov2013","DD","DMK","TST","90","17010","189.0","7050","718.0"
"Nov2013","DD","DMK","UBP","180","34020","189.0","11700","483.0"
"Nov2013","DD","DMK","UTH","180","34020","189.0","11700","451.0"
"Nov2013","DD","HDY","DMK","240","45360","189.0","20550","772.0"
"Nov2013","DD","HGN","CNX","90","3060","34.0","3150","119.0"
"Nov2013","DD","HHQ","DMK","7","238","34.0","280","158.0"
"Nov2013","DD","HKT","DMK","120","22680","189.0","9600","689.0"
"Nov2013","DD","KOP","DMK","30","5670","189.0","1950","579.0"
"Nov2013","DD","LOE","DMK","60.0","3000.0","50.0","4500.0","410.0"
"Nov2013","DD","MAQ","DMK","150","5100","34.0","11250","380.0"
"Nov2013","DD","MAQ","CNX","30","1020","34.0","1500","196.0"
"Nov2013","DD","NNT","DMK","90.0","4020.0","44.666666666666664","8550.0","541.0"
"Nov2013","DD","NST","DMK","150","28350","189.0","10350","610.0"
"Nov2013","DD","PHS","DMK","150.0","13590.0","90.6","9450.0","320.0"
"Nov2013","DD","PRH","DMK","30","1020","34.0","2550","470.0"
"Nov2013","DD","ROI","DMK","60.0","3000.0","50.0","4500.0","418.0"
"Nov2013","DD","SNO","DMK","30","5670","189.0","2100","521.0"
"Nov2013","DD","TST","DMK","90","17010","189.0","7050","718.0"
"Nov2013","DD","UBP","DMK","180","34020","189.0","10800","483.0"
"Nov2013","DD","UNN","DMK","60.0","3000.0","50.0","5700.0","497.0"
"Nov2013","DD","URT","DMK","150","28350","189.0","10200","552.0"
"Nov2013","DD","UTH","DMK","180","34020","189.0","10800","451.0"
"Nov2013","DD","UTH","CNX","87","2958","34.0","6960","433.0"
"Nov2013","E8","DMK","HKT","12","1788","149.0","1080","689.0"
"Nov2013","E8","HKT","DMK","12","1788","149.0","720","689.0"
"Nov2013","FD","CEI","DMK","91","15288","168.0","7275","666.0"
"Nov2013","FD","CNX","DMK","360","60480","168.0","27600","565.0"
"Nov2013","FD","CNX","HDY","60","10080","168.0","7500","1320.0"
"Nov2013","FD","CNX","HKT","60","10080","168.0","7500","1181.0"
"Nov2013","FD","DMK","CNX","360","60480","168.0","27210","565.0"
"Nov2013","FD","DMK","CEI","91","15288","168.0","7280","666.0"
"Nov2013","FD","DMK","HDY","270","45360","168.0","22950","772.0"
"Nov2013","FD","DMK","KKC","60","10080","168.0","3300","367.0"
"Nov2013","FD","DMK","KBV","216","36288","168.0","17280","666.0"
"Nov2013","FD","DMK","KOP","30","5040","168.0","2250","579.0"
"Nov2013","FD","DMK","NST","91","15288","168.0","6975","610.0"
"Nov2013","FD","DMK","NAW","30","5040","168.0","2700","838.0"
"Nov2013","FD","DMK","PHS","2","336","168.0","110","320.0"
"Nov2013","FD","DMK","HKT","360","60480","168.0","28950","689.0"
"Nov2013","FD","DMK","URT","117","19656","168.0","8395","552.0"
"Nov2013","FD","DMK","TST","90","15120","168.0","7650","718.0"
"Nov2013","FD","DMK","UBP","60","10080","168.0","4050","483.0"
"Nov2013","FD","DMK","UTH","90","15120","168.0","6000","451.0"
"Nov2013","FD","HDY","DMK","270","45360","168.0","22635","772.0"
"Nov2013","FD","HDY","CNX","60","10080","168.0","7050","1320.0"
"Nov2013","FD","HKT","DMK","360","60480","168.0","28950","689.0"
"Nov2013","FD","HKT","CNX","60","10080","168.0","6900","1181.0"
"Nov2013","FD","HKT","UTH","30","5040","168.0","3150","1135.0"
"Nov2013","FD","KBV","DMK","216","36288","168.0","16260","666.0"
"Nov2013","FD","KKC","DMK","60","10080","168.0","3300","367.0"
"Nov2013","FD","KOP","DMK","30","5040","168.0","2250","579.0"
"Nov2013","FD","NAW","DMK","30","5040","168.0","2700","838.0"
"Nov2013","FD","NST","DMK","91","15288","168.0","6825","610.0"
"Nov2013","FD","PHS","DMK","2","336","168.0","115","320.0"
"Nov2013","FD","TST","DMK","90","15120","168.0","7650","718.0"
"Nov2013","FD","UBP","DMK","60","10080","168.0","3900","483.0"
"Nov2013","FD","URT","DMK","117","19656","168.0","8570","552.0"
"Nov2013","FD","UTH","DMK","90","15120","168.0","5865","451.0"
"Nov2013","FD","UTH","HKT","30","5040","168.0","3300","1135.0"
"Nov2013","K8","CNX","HGN","90","1080","12.0","3150","119.0"
"Nov2013","K8","CNX","NNT","9","108","12.0","405","192.0"
"Nov2013","K8","CNX","PYY","14","168","12.0","350","87.0"
"Nov2013","K8","CNX","PHS","17","204","12.0","1020","259.0"
"Nov2013","K8","HGN","CNX","90","1080","12.0","2950","119.0"
"Nov2013","K8","NNT","CNX","9","108","12.0","385","192.0"
"Nov2013","K8","PHS","CNX","17","204","12.0","1020","259.0"
"Nov2013","K8","PYY","CNX","14","168","12.0","350","87.0"
"Nov2013","OX","DMK","HKT","43","6450","150.0","3440","689.0"
"Nov2013","OX","HKT","DMK","43","6450","150.0","3590","689.0"
"Nov2013","PG","BKK","CNX","177.0","27486.0","155.28813559322035","13275.0","565.0"
"Nov2013","PG","BKK","USM","500.0","59238.0","118.476","35350.0","465.0"
"Nov2013","PG","BKK","KBV","60.0","9180.0","153.0","5100.0","649.0"
"Nov2013","PG","BKK","LPT","90","6300","70.0","8100","497.0"
"Nov2013","PG","BKK","HKT","210.0","33348.0","158.8","17850.0","673.0"
"Nov2013","PG","BKK","THS","60","4200","70.0","4500","377.0"
"Nov2013","PG","BKK","TDX","90","6300","70.0","5400","233.0"
"Nov2013","PG","BKK","UTH","4","552","138.0","260","451.0"
"Nov2013","PG","CNX","BKK","147.0","23166.0","157.59183673469389","11760.0","565.0"
"Nov2013","PG","CNX","USM","30","4320","144.0","3150","1027.0"
"Nov2013","PG","HKT","BKK","210.0","33348.0","158.8","17850.0","673.0"
"Nov2013","PG","HKT","USM","120","8400","70.0","6600","249.0"
"Nov2013","PG","HKT","UTP","30","2100","70.0","3000","586.0"
"Nov2013","PG","KBV","BKK","60.0","9180.0","153.0","5100.0","649.0"
"Nov2013","PG","KBV","USM","30","2100","70.0","1500","200.0"
"Nov2013","PG","LPT","BKK","90","6300","70.0","8100","497.0"
"Nov2013","PG","TDX","BKK","90","6300","70.0","5400","233.0"
"Nov2013","PG","THS","BKK","60","4200","70.0","4500","377.0"
"Nov2013","PG","USM","BKK","530.0","63558.0","119.92075471698114","37450.0","465.0"
"Nov2013","PG","USM","KBV","30","2100","70.0","1650","200.0"
"Nov2013","PG","USM","HKT","120","8400","70.0","7200","249.0"
"Nov2013","PG","USM","UTP","30","2100","70.0","2250","360.0"
"Nov2013","PG","UTH","BKK","4","552","138.0","260","451.0"
"Nov2013","PG","UTP","USM","30","2100","70.0","2100","360.0"
"Nov2013","PG","UTP","HKT","30","2100","70.0","3000","586.0"
"Nov2013","TG","BKK","CNX","306.0","80690.0","263.6928104575163","22410.0","565.0"
"Nov2013","TG","BKK","CEI","90","23400","260.0","7200","666.0"
"Nov2013","TG","BKK","HDY","120.0","28176.0","234.8","10500.0","750.0"
"Nov2013","TG","BKK","KKC","150.0","36003.0","240.02","8400.0","367.0"
"Nov2013","TG","BKK","USM","60","8940","149.0","3900","465.0"
"Nov2013","TG","BKK","KBV","135.0","30612.0","226.75555555555556","10800.0","649.0"
"Nov2013","TG","BKK","HKT","292.0","85259.0","291.9828767123288","23630.0","673.0"
"Nov2013","TG","BKK","URT","60","9720","162.0","4500","536.0"
"Nov2013","TG","BKK","UBP","60.0","9822.0","163.7","3900.0","476.0"
"Nov2013","TG","BKK","UTH","90.0","14940.0","166.0","5850.0","451.0"
"Nov2013","TG","CEI","BKK","90","23400","260.0","7200","666.0"
"Nov2013","TG","CNX","BKK","306.0","80690.0","263.6928104575163","22410.0","565.0"
"Nov2013","TG","CNX","HKT","30","5040","168.0","3450","1181.0"
"Nov2013","TG","HDY","BKK","120.0","28176.0","234.8","10200.0","750.0"
"Nov2013","TG","HKT","BKK","309.0","91175.0","295.06472491909386","26565.0","673.0"
"Nov2013","TG","HKT","CNX","30","5040","168.0","3450","1181.0"
"Nov2013","TG","KBV","BKK","135.0","30612.0","226.75555555555556","10800.0","649.0"
"Nov2013","TG","KKC","BKK","150.0","36003.0","240.02","8400.0","367.0"
"Nov2013","TG","UBP","BKK","60.0","9822.0","163.7","3900.0","476.0"
"Nov2013","TG","URT","BKK","60","9720","162.0","4200","536.0"
"Nov2013","TG","USM","BKK","60","8940","149.0","3900","465.0"
"Nov2013","TG","UTH","BKK","90.0","14940.0","166.0","5400.0","451.0"
"Dec2013","8B","BKK","HKT","9","2259","251.0","720","673.0"
"Dec2013","8B","HKT","BKK","8","2008","251.0","640","673.0"
"Dec2013","8B","HKT","URT","8","2008","251.0","240","145.0"
"Dec2013","8B","URT","HKT","8","2008","251.0","240","145.0"
"Dec2013","DD","BFV","DMK","31","1054","34.0","2015","296.0"
"Dec2013","DD","CEI","DMK","156","29484","189.0","11700","666.0"
"Dec2013","DD","CJM","DMK","62","2108","34.0","4340","380.0"
"Dec2013","DD","CNX","DMK","315","59535","189.0","20475","565.0"
"Dec2013","DD","CNX","HGN","93","3162","34.0","3255","119.0"
"Dec2013","DD","CNX","MAQ","31","1054","34.0","1550","196.0"
"Dec2013","DD","CNX","UTH","93","3162","34.0","7440","433.0"
"Dec2013","DD","DMK","BFV","31","1054","34.0","2015","296.0"
"Dec2013","DD","DMK","CNX","315","59535","189.0","21900","565.0"
"Dec2013","DD","DMK","CEI","156","29484","189.0","11700","666.0"
"Dec2013","DD","DMK","CJM","62","2108","34.0","4340","380.0"
"Dec2013","DD","DMK","HDY","248","46872","189.0","21080","772.0"
"Dec2013","DD","DMK","HHQ","13","442","34.0","390","158.0"
"Dec2013","DD","DMK","LOE","62.0","3100.0","50.0","4650.0","410.0"
"Dec2013","DD","DMK","MAQ","146","4964","34.0","10950","380.0"
"Dec2013","DD","DMK","KOP","31","5859","189.0","2060","579.0"
"Dec2013","DD","DMK","NST","186","35154","189.0","12555","610.0"
"Dec2013","DD","DMK","NNT","84.0","4136.0","49.23809523809524","7980.0","541.0"
"Dec2013","DD","DMK","PHS","153.0","15018.0","98.15686274509804","9755.0","320.0"
"Dec2013","DD","DMK","PRH","31","1054","34.0","2635","470.0"
"Dec2013","DD","DMK","HKT","125","23625","189.0","9845","689.0"
"Dec2013","DD","DMK","UNN","61.0","3322.0","54.459016393442624","5795.0","497.0"
"Dec2013","DD","DMK","ROI","61.0","3034.0","49.73770491803279","4575.0","418.0"
"Dec2013","DD","DMK","SNO","31","5859","189.0","2170","521.0"
"Dec2013","DD","DMK","URT","155","29295","189.0","10760","552.0"
"Dec2013","DD","DMK","TST","93","17577","189.0","7285","718.0"
"Dec2013","DD","DMK","UBP","186","35154","189.0","12090","483.0"
"Dec2013","DD","DMK","UTH","186","35154","189.0","12090","451.0"
"Dec2013","DD","HDY","DMK","248","46872","189.0","21235","772.0"
"Dec2013","DD","HGN","CNX","93","3162","34.0","3255","119.0"
"Dec2013","DD","HHQ","DMK","13","442","34.0","520","158.0"
"Dec2013","DD","HKT","DMK","125","23625","189.0","10006","689.0"
"Dec2013","DD","KOP","DMK","31","5859","189.0","2060","579.0"
"Dec2013","DD","LOE","DMK","62.0","3100.0","50.0","4650.0","410.0"
"Dec2013","DD","MAQ","DMK","146","4964","34.0","10950","380.0"
"Dec2013","DD","MAQ","CNX","31","1054","34.0","1550","196.0"
"Dec2013","DD","NNT","DMK","84.0","4136.0","49.23809523809524","7980.0","541.0"
"Dec2013","DD","NST","DMK","186","35154","189.0","12865","610.0"
"Dec2013","DD","PHS","DMK","153.0","15018.0","98.15686274509804","9535.0","320.0"
"Dec2013","DD","PRH","DMK","31","1054","34.0","2635","470.0"
"Dec2013","DD","ROI","DMK","61.0","3034.0","49.73770491803279","4575.0","418.0"
"Dec2013","DD","SNO","DMK","31","5859","189.0","2170","521.0"
"Dec2013","DD","TST","DMK","93","17577","189.0","7285","718.0"
"Dec2013","DD","UBP","DMK","186","35154","189.0","11160","483.0"
"Dec2013","DD","UNN","DMK","61.0","3322.0","54.459016393442624","5795.0","497.0"
"Dec2013","DD","URT","DMK","155","29295","189.0","10630","552.0"
"Dec2013","DD","UTH","DMK","186","35154","189.0","11160","451.0"
"Dec2013","DD","UTH","CNX","93","3162","34.0","7440","433.0"
"Dec2013","E8","DMK","HKT","62","9238","149.0","5580","689.0"
"Dec2013","E8","HKT","DMK","62","9238","149.0","3720","689.0"
"Dec2013","FD","CEI","DMK","124","20832","168.0","9765","666.0"
"Dec2013","FD","CNX","DMK","372","62496","168.0","28365","565.0"
"Dec2013","FD","CNX","HDY","79","13272","168.0","10115","1320.0"
"Dec2013","FD","CNX","KBV","17","2856","168.0","1955","1181.0"
"Dec2013","FD","CNX","HKT","62","10416","168.0","7750","1181.0"
"Dec2013","FD","DMK","CNX","372","62496","168.0","28210","565.0"
"Dec2013","FD","DMK","CEI","124","20832","168.0","9920","666.0"
"Dec2013","FD","DMK","HDY","279","46872","168.0","23715","772.0"
"Dec2013","FD","DMK","KKC","62","10416","168.0","3410","367.0"
"Dec2013","FD","DMK","KBV","248","41664","168.0","19840","666.0"
"Dec2013","FD","DMK","KOP","31","5208","168.0","2325","579.0"
"Dec2013","FD","DMK","NST","124","20832","168.0","9455","610.0"
"Dec2013","FD","DMK","NAW","31","5208","168.0","2790","838.0"
"Dec2013","FD","DMK","PHS","62","10416","168.0","3410","320.0"
"Dec2013","FD","DMK","HKT","372","62496","168.0","29915","689.0"
"Dec2013","FD","DMK","URT","124","20832","168.0","8835","552.0"
"Dec2013","FD","DMK","TST","93","15624","168.0","7905","718.0"
"Dec2013","FD","DMK","UBP","62","10416","168.0","4185","483.0"
"Dec2013","FD","DMK","UTH","93","15624","168.0","6200","451.0"
"Dec2013","FD","HDY","DMK","279","46872","168.0","23405","772.0"
"Dec2013","FD","HDY","CNX","79","13272","168.0","9805","1320.0"
"Dec2013","FD","HKT","DMK","372","62496","168.0","29915","689.0"
"Dec2013","FD","HKT","CNX","62","10416","168.0","7130","1181.0"
"Dec2013","FD","HKT","UTH","31","5208","168.0","3255","1135.0"
"Dec2013","FD","KBV","DMK","248","41664","168.0","18910","666.0"
"Dec2013","FD","KBV","CNX","17","2856","168.0","2105","1181.0"
"Dec2013","FD","KKC","DMK","62","10416","168.0","3410","367.0"
"Dec2013","FD","KOP","DMK","31","5208","168.0","2325","579.0"
"Dec2013","FD","NAW","DMK","31","5208","168.0","2790","838.0"
"Dec2013","FD","NST","DMK","124","20832","168.0","9300","610.0"
"Dec2013","FD","PHS","DMK","62","10416","168.0","3565","320.0"
"Dec2013","FD","TST","DMK","93","15624","168.0","7905","718.0"
"Dec2013","FD","UBP","DMK","62","10416","168.0","4030","483.0"
"Dec2013","FD","URT","DMK","124","20832","168.0","9145","552.0"
"Dec2013","FD","UTH","DMK","93","15624","168.0","6045","451.0"
"Dec2013","FD","UTH","HKT","31","5208","168.0","3410","1135.0"
"Dec2013","K8","CNX","HGN","93","1116","12.0","3255","119.0"
"Dec2013","K8","CNX","NNT","9","108","12.0","405","192.0"
"Dec2013","K8","CNX","PYY","13","156","12.0","325","87.0"
"Dec2013","K8","CNX","PHS","18","216","12.0","1080","259.0"
"Dec2013","K8","HGN","CNX","93","1116","12.0","2945","119.0"
"Dec2013","K8","NNT","CNX","9","108","12.0","405","192.0"
"Dec2013","K8","PHS","CNX","18","216","12.0","1080","259.0"
"Dec2013","K8","PYY","CNX","13","156","12.0","325","87.0"
