"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HKT']","['0', '28,851', '2.2', '57.3', '5.6', '37.1', '57', '1,638,737', '0.08']","Feb2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HKT']","['0', '32,835', '2.3', '54.9', '4.3', '40.8', '54', '1,766,523', '0.08']","Mar2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HKT']","['0', '32,436', '2.5', '54.0', '3.4', '42.6', '54', '1,758,031', '0.08']","Apr2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HKT']","['0', '41,119', '3.3', '49.9', '4.4', '45.7', '50', '2,060,062', '0.07']","May2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HKT']","['0', '45,612', '3.8', '48.8', '4.2', '47.1', '60', '2,732,159', '0.09']","Jun2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '31,783', '2.3', '45.3', '19.6', '35.1', '60', '1,897,445', '0.11']","Jan2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '24,150', '1.9', '43.7', '20.0', '36.3', '61', '1,470,735', '0.11']","Feb2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '21,087', '1.5', '44.1', '17.9', '37.9', '61', '1,279,981', '0.11']","Mar2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '19,926', '1.5', '43.8', '18.6', '37.7', '62', '1,229,434', '0.11']","Apr2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '15,252', '1.2', '38.3', '24.3', '37.4', '63', '953,250', '0.11']","May2013"
"['DD', 'DD', '', '', '', '', '', 'DD', 'DD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '15,728', '1.3', '35.9', '23.4', '40.6', '64', '1,009,738', '0.11']","Jun2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '27,981', '2.0', '45.3', '19.6', '35.1', '50', '1,385,060', '0.09']","Jan2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '24,997', '1.9', '43.7', '20.0', '36.3', '49', '1,222,353', '0.09']","Feb2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '35,336', '2.5', '44.1', '17.9', '37.9', '46', '1,611,322', '0.08']","Mar2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '31,063', '2.4', '43.8', '18.6', '37.7', '46', '1,435,111', '0.08']","Apr2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '22,624', '1.8', '38.3', '24.3', '37.4', '42', '954,733', '0.07']","May2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'CNX', '', '', '', '', '', 'Thailand', 'DMK']","['0', '21,586', '1.8', '35.9', '23.4', '40.6', '52', '1,128,948', '0.09']","Jun2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'CNX']","['0', '26,204', '1.9', '65.3', '1.2', '33.5', '50', '1,297,098', '0.09']","Jan2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'CNX']","['0', '23,771', '1.8', '63.3', '0.9', '35.8', '49', '1,162,402', '0.09']","Feb2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'CNX']","['0', '33,586', '2.4', '56.5', '2.7', '40.8', '46', '1,531,522', '0.08']","Mar2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'CNX']","['0', '29,494', '2.3', '61.8', '1.9', '36.3', '46', '1,362,623', '0.08']","Apr2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'CNX']","['0', '22,816', '1.8', '62.3', '3.3', '34.4', '42', '962,835', '0.07']","May2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'CNX']","['0', '22,406', '1.8', '62.7', '2.0', '35.4', '52', '1,171,834', '0.09']","Jun2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'HDY', '', '', '', '', '', 'Thailand', 'DMK']","['0', '25,484', '1.8', '41.9', '32.0', '26.1', '62', '1,572,363', '0.08']","Jan2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'HDY', '', '', '', '', '', 'Thailand', 'DMK']","['0', '24,803', '1.9', '25.0', '32.6', '42.4', '62', '1,542,747', '0.08']","Feb2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'HDY', '', '', '', '', '', 'Thailand', 'DMK']","['0', '31,672', '2.3', '47.5', '30.7', '21.8', '59', '1,881,317', '0.08']","Mar2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'HDY', '', '', '', '', '', 'Thailand', 'DMK']","['0', '29,736', '2.3', '46.5', '29.4', '24.2', '60', '1,772,266', '0.08']","Apr2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'HDY', '', '', '', '', '', 'Thailand', 'DMK']","['0', '27,132', '2.2', '53.3', '20.8', '25.9', '55', '1,503,113', '0.07']","May2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'HDY', '', '', '', '', '', 'Thailand', 'DMK']","['0', '25,496', '2.1', '39.1', '28.8', '32.1', '65', '1,657,240', '0.08']","Jun2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '24,351', '1.8', '70.7', '5.2', '24.1', '62', '1,502,457', '0.08']","Jan2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '24,123', '1.9', '62.3', '5.1', '32.6', '62', '1,500,451', '0.08']","Feb2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '30,196', '2.1', '70.3', '7.6', '22.1', '59', '1,793,642', '0.08']","Mar2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '28,545', '2.2', '65.6', '7.3', '27.1', '60', '1,701,282', '0.08']","Apr2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '26,898', '2.1', '64.3', '4.3', '31.4', '55', '1,490,149', '0.07']","May2013"
"['FD', 'FD', '', '', '', '', '', 'FD', 'FD', '', '', '', '', '', 'Thailand', 'DMK', '', '', '', '', '', 'Thailand', 'HDY']","['0', '25,774', '2.1', '67.2', '4.3', '28.4', '65', '1,675,310', '0.08']","Jun2013"
"['PG', 'PG', '', '', '', '', '', 'PG', 'PG', '', '', '', '', '', 'Thailand', 'HKT', '', '', '', '', '', 'Thailand', 'BKK']","['8,590', '24,151', '1.7', '44.6', '43.4', '12.0', '116', '2,805,807', '0.17']","Jan2013"
"['PG', 'PG', '', '', '', '', '', 'PG', 'PG', '', '', '', '', '', 'Thailand', 'HKT', '', '', '', '', '', 'Thailand', 'BKK']","['7,211', '22,055', '1.7', '49.9', '37.2', '12.9', '121', '2,672,424', '0.18']","Feb2013"
